epoch,phase,cycle_slip
60168,22902419.7807939,0
60169,22901940.944079127,0
60170,22901462.381050102,0
60171,22900984.092388906,0
60172,22900506.07523203,0
60173,22900028.334971357,0
60174,22899550.861422516,0
60175,22899073.66624168,0
60176,22898596.74348782,0
60177,22898120.09353154,0
60178,22897643.716307994,0
60179,22897167.614928607,0
60180,22896691.784536593,0
60181,22896216.2281376,0
60182,22895740.94362153,0
60183,22895265.93415076,0
60184,22894791.198687058,0
60185,22894316.734133665,0
60186,22893842.54633398,0
60187,22893368.6294093,0
60188,22892894.98783309,0
60189,22892421.617024213,0
60190,22891948.523383196,0
60191,22891475.699539207,0
60192,22891003.150660016,0
60193,22890530.873917714,0
60194,22890058.8728028,0
60195,22889587.143416476,0
60196,22889115.68732726,0
60197,22888644.507068098,0
60198,22888173.600325476,0
60199,22887702.964508757,0
60200,22887232.603208758,0
60201,22886762.51565381,0
60202,22886292.704197884,0
60203,22885823.16210502,0
60204,22885353.89300051,0
60205,22884884.900703326,0
60206,22884416.18107203,0
60207,22883947.7345568,0
60208,22883479.56273465,0
60209,22883011.663084123,0
60210,22882544.037736736,0
60211,22882076.68660653,0
60212,22881609.606736083,0
60213,22881142.801578067,0
60214,22880676.27406105,0
60215,22880210.016389497,0
60216,22879744.03230832,0
60217,22879278.32229255,0
60218,22878812.885516513,0
60219,22878347.726117138,0
60220,22877882.83437521,0
60221,22877418.221565127,0
60222,22876953.879496407,0
60223,22876489.81008161,0
60224,22876026.01531417,0
60225,22875562.495170172,0
60226,22875099.24811715,0
60227,22874636.276084524,0
60228,22874173.57715256,0
60229,22873711.149867404,0
60230,22873249.002084386,0
60231,22872787.1208406,0
60232,22872325.514868144,0
60233,22871864.187194604,0
60234,22871403.12964673,0
60235,22870942.348065164,0
60236,22870481.83932535,0
60237,22870021.604655698,0
60238,22869561.644000147,0
60239,22869101.9546063,0
60240,22868642.54171319,0
60241,22868183.403068777,0
60242,22867724.535905134,0
60243,22867265.942723695,0
60244,22866807.627132844,0
60245,22866349.581741985,0
60246,22865891.811358184,0
60247,22865434.315689355,0
60248,22864977.09305676,0
60249,22864520.14544473,0
60250,22864063.46851238,0
60251,22863607.07126402,0
60252,22863150.94076208,0
60253,22862695.0889042,0
60254,22862239.509487916,0
60255,22861784.205432616,0
60256,22861329.174379986,0
60257,22860874.41748256,0
60258,22860419.93451066,0
60259,22859965.726474326,0
60260,22859511.790235918,0
60261,22859058.130378958,0
60262,22858604.740158778,0
60263,22858151.626657862,0
60264,22857698.78992392,0
60265,22857246.225107368,0
60266,22856793.933265995,0
60267,22856341.916852295,0
60268,22855890.175050586,0
60269,22855438.70581573,0
60270,22854987.510049965,0
60271,22854536.58988377,0
60272,22854085.943829253,0
60273,22853635.56931079,0
60274,22853185.47129779,0
60275,22852735.64868804,0
60276,22852286.095803324,0
60277,22851836.820324283,0
60278,22851387.818203144,0
60279,22850939.092463385,0
60280,22850490.636723746,0
60281,22850042.45900436,0
60282,22849594.55241071,0
60283,22849146.923248798,0
60284,22848699.564465735,0
60285,22848252.48243973,0
60286,22847805.673043303,0
60287,22847359.137523804,0
60288,22846912.87754196,0
60289,22846466.89133768,0
60290,22846021.178843822,0
60291,22845575.742378153,0
60292,22845130.580400255,0
60293,22844685.688626338,0
60294,22844241.074075967,0
60295,22843796.732971583,0
60296,22843352.663157288,0
60297,22842908.873831104,0
60298,22842465.355607398,0
60299,22842022.11000426,0
60300,22841579.13981839,0
60301,22841136.446661603,0
60302,22840694.02678724,0
60303,22840251.87796646,0
60304,22839810.00549067,0
60305,22839368.40991627,0
60306,22838927.084594987,0
60307,22838486.03288749,0
60308,22838045.258109525,0
60309,22837604.760046873,0
60310,22837164.53058017,0
60311,22836724.57842236,0
60312,22836284.90168161,0
60313,22835845.49715204,0
60314,22835406.36861891,0
60315,22834967.513584826,0
60316,22834528.932640906,0
60317,22834090.627858244,0
60318,22833652.593616318,0
60319,22833214.837637708,0
60320,22832777.353960562,0
60321,22832340.14760135,0
60322,22831903.21160751,0
60323,22831466.55393715,0
60324,22831030.166241337,0
60325,22830594.05584269,0
60326,22830158.22031994,0
60327,22829722.656208295,0
60328,22829287.371044613,0
60329,22828852.35637879,0
60330,22828417.618032727,0
60331,22827983.15389283,0
60332,22827548.963459387,0
60333,22827115.047383,0
60334,22826681.407418933,0
60335,22826248.03892554,0
60336,22825814.947724286,0
60337,22825382.131484658,0
60338,22824949.59025929,0
60339,22824517.321819205,0
60340,22824085.327380437,0
60341,22823653.605475057,0
60342,22823222.162447903,0
60343,22822790.990945015,0
60344,22822360.09592791,0
60345,22821929.475675695,0
60346,22821499.1286472,0
60347,22821069.057088193,0
60348,22820639.256764542,0
60349,22820209.7340782,0
60350,22819780.488098666,0
60351,22819351.514174577,0
60352,22818922.813271903,0
60353,22818494.38848015,0
60354,22818066.239477232,0
60355,22817638.36322826,0
60356,22817210.76229031,0
60357,22816783.434348423,0
60358,22816356.38461853,0
60359,22815929.606077395,0
60360,22815503.10230975,0
60361,22815076.874968197,0
60362,22814650.921827447,0
60363,22814225.245210294,0
60364,22813799.838981286,0
60365,22813374.71065125,0
60366,22812949.853393074,0
60367,22812525.2763301,0
60368,22812100.969149977,0
60369,22811676.93954395,0
60370,22811253.183423515,0
60371,22810829.702219352,0
60372,22810406.495150305,0
60373,22809983.564647473,0
60374,22809560.905544873,0
60375,22809138.524881028,0
60376,22808716.41526468,0
60377,22808294.58159906,0
60378,22807873.023621075,0
60379,22807451.739044182,0
60380,22807030.730132006,0
60381,22806609.995587803,0
60382,22806189.535772763,0
60383,22805769.352660306,0
60384,22805349.442567285,0
60385,22804929.80511635,0
60386,22804510.445289176,0
60387,22804091.359221708,0
60388,22803672.547859892,0
60389,22803254.010818526,0
60390,22802835.749207772,0
60391,22802417.762155645,0
60392,22802000.0486797,0
60393,22801582.61192506,0
60394,22801165.448168524,0
60395,22800748.56210406,0
60396,22800331.948912922,0
60397,22799915.61093153,0
60398,22799499.54600863,0
60399,22799083.75910434,0
60400,22798668.244777184,0
60401,22798253.007518876,0
60402,22797838.041890394,0
60403,22797423.351107698,0
60404,22797008.935803413,0
60405,22796594.797651388,0
60406,22796180.931519218,0
60407,22795767.341769047,0
60408,22795354.026336905,0
60409,22794940.98636944,0
60410,22794528.22290707,0
60411,22794115.729840618,0
60412,22793703.514601327,0
60413,22793291.572678603,0
60414,22792879.906355146,0
60415,22792468.516607847,0
60416,22792057.40079789,0
60417,22791646.558024656,0
60418,22791235.991125707,0
60419,22790825.699133493,0
60420,22790415.684403505,0
60421,22790005.94334378,0
60422,22789596.474032793,0
60423,22789187.282771036,0
60424,22788778.3673681,0
60425,22788369.723852582,0
60426,22787961.35666318,0
60427,22787553.264762294,0
60428,22787145.446482077,0
60429,22786737.903619446,0
60430,22786330.637108847,0
60431,22785923.64276084,0
60432,22785516.92481043,0
60433,22785110.482954882,0
60434,22784704.31653069,0
60435,22784298.42410394,0
60436,22783892.8045442,0
60437,22783487.4628855,0
60438,22783082.395435087,0
60439,22782677.60105505,0
60440,22782273.08358692,0
60441,22781868.841723107,0
60442,22781464.871034253,0
60443,22781061.178359844,0
60444,22780657.762047894,0
60445,22780254.616339996,0
60446,22779851.74925904,0
60447,22779449.155292388,0
60448,22779046.83909884,0
60449,22778644.79336552,0
60450,22778243.026302442,0
60451,22777841.532149374,0
60452,22777440.31356735,0
60453,22777039.3699875,0
60454,22776638.703590088,0
60455,22776238.311128292,0
60456,22775838.19257686,0
60457,22775438.349734284,0
60458,22775038.781036884,0
60459,22774639.489460945,0
60460,22774240.471246503,0
60461,22773841.727726392,0
60462,22773443.25993162,0
60463,22773045.066432018,0
60464,22772647.15106421,0
60465,22772249.507200453,0
60466,22771852.138618432,0
60467,22771455.04593617,0
60468,22771058.228168245,0
60469,22770661.685773037,0
60470,22770265.418899395,0
60471,22769869.42459817,0
60472,22769473.708781015,0
60473,22769078.26670071,0
60474,22768683.099704448,0
60475,22768288.207850486,0
60476,22767893.59075587,0
60477,22767499.249265052,0
60478,22767105.181951616,0
60479,22766711.391394664,0
60480,22766317.874480817,0
60481,22765924.63458421,0
60482,22765531.666657027,0
60483,22765138.973931566,0
60484,22764746.558348518,0
60485,22764354.416936353,0
60486,22763962.551502436,0
60487,22763570.96175822,0
60488,22763179.644620076,0
60489,22762788.603779256,0
60490,22762397.839390747,0
60491,22762007.34771128,0
60492,22761617.132432234,0
60493,22761227.193598974,0
60494,22760837.52646881,0
60495,22760448.137956396,0
60496,22760059.02461154,0
60497,22759670.182378944,0
60498,22759281.61805119,0
60499,22758893.32912262,0
60500,22758505.313717414,0
60501,22758117.579386987,0
60502,22757730.11380462,0
60503,22757342.924361896,0
60504,22756956.01024708,0
60505,22756569.375402264,0
60506,22756183.010681044,0
60507,22755796.921886027,0
60508,22755411.110387903,0
60509,22755025.571878918,0
60510,22754640.30847988,0
60511,22754255.321039233,0
60512,22753870.608893204,0
60513,22753486.17148185,0
60514,22753102.01180212,0
60515,22752718.12354563,0
60516,22752334.513972368,0
60517,22751951.175530527,0
60518,22751568.114686728,0
60519,22751185.32894831,0
60520,22750802.817807052,0
60521,22750420.58261745,0
60522,22750038.62344647,0
60523,22749656.93898607,0
60524,22749275.528169356,0
60525,22748894.391965702,0
60526,22748513.5330447,0
60527,22748132.948756926,0
60528,22747752.641932737,0
60529,22747372.60732155,0
60530,22746992.848862827,0
60531,22746613.363462843,0
60532,22746234.15463383,0
60533,22745855.22343013,0
60534,22745476.564561635,0
60535,22745098.182695836,0
60536,22744720.075418033,0
60537,22744342.242432307,0
60538,22743964.686875496,0
60539,22743587.402678654,0
60540,22743210.397741336,0
60541,22742833.667030074,0
60542,22742457.212001737,0
60543,22742081.029611953,0
60544,22741705.125143416,0
60545,22741329.49471929,0
60546,22740954.140739918,0
60547,22740579.058837943,0
60548,22740204.25591423,0
60549,22739829.725258403,0
60550,22739455.468739938,0
60551,22739081.49136947,0
60552,22738707.786733028,0
60553,22738334.360732123,0
60554,22737961.20616749,0
60555,22737588.326722365,0
60556,22737215.7262149,0
60557,22736843.39919226,0
60558,22736471.345255703,0
60559,22736099.568250727,0
60560,22735728.06719018,0
60561,22735356.838721566,0
60562,22734985.890039768,0
60563,22734615.215074316,0
60564,22734244.812041473,0
60565,22733874.689101644,0
60566,22733504.838078074,0
60567,22733135.26209014,0
60568,22732765.96314614,0
60569,22732396.939714313,0
60570,22732028.189125873,0
60571,22731659.71550709,0
60572,22731291.515973408,0
60573,22730923.59304817,0
60574,22730555.945793632,0
60575,22730188.572103746,0
60576,22729821.474239193,0
60577,22729454.65362022,0
60578,22729088.105947174,0
60579,22728721.833249588,0
60580,22728355.83901784,0
60581,22727990.11818502,0
60582,22727624.671164062,0
60583,22727259.49830525,0
60584,22726894.604530405,0
60585,22726529.984609105,0
60586,22726165.637606874,0
60587,22725801.57083012,0
60588,22725437.77556882,0
60589,22725074.257479772,0
60590,22724711.0123257,0
60591,22724348.044666443,0
60592,22723985.35154259,0
60593,22723622.933305625,0
60594,22723260.790993158,0
60595,22722898.923028167,0
60596,22722537.32992494,0
60597,22722176.012288548,0
60598,22721814.97221507,0
60599,22721454.207405664,0
60600,22721093.71463903,0
60601,22720733.50108259,0
60602,22720373.56103805,0
60603,22720013.895026058,0
60604,22719654.504575532,0
60605,22719295.391236193,0
60606,22718936.55212058,0
60607,22718577.986772783,0
60608,22718219.698399436,0
60609,22717861.68410038,0
60610,22717503.947081987,0
60611,22717146.481893476,0
60612,22716789.296115365,0
60613,22716432.383285027,0
60614,22716075.7470634,0
60615,22715719.384652436,0
60616,22715363.29711363,0
60617,22715007.487234775,0
60618,22714651.95155778,0
60619,22714296.692526225,0
60620,22713941.70553013,0
60621,22713586.995316457,0
60622,22713232.560247302,0
60623,22712878.40313925,0
60624,22712524.517613273,0
60625,22712170.90923013,0
60626,22711817.57381725,0
60627,22711464.515290894,0
60628,22711111.733109787,0
60629,22710759.227881733,0
60630,22710406.99269461,0
60631,22710055.035967745,0
60632,22709703.35469463,0
60633,22709351.947424054,0
60634,22709000.817174442,0
60635,22708649.95979054,0
60636,22708299.378724698,0
60637,22707949.07702565,0
60638,22707599.043130748,0
60639,22707249.289899424,0
60640,22706899.80847538,0
60641,22706550.60346607,0
60642,22706201.675781716,0
60643,22705853.020670965,0
60644,22705504.643033024,0
60645,22705156.53931841,0
60646,22704808.713327356,0
60647,22704461.15776734,0
60648,22704113.88249079,0
60649,22703766.879876815,0
60650,22703420.152409915,0
60651,22703073.700197883,0
60652,22702727.52471435,0
60653,22702381.623621665,0
60654,22702035.997911878,0
60655,22701690.646637402,0
60656,22701345.570415743,0
60657,22701000.77235846,0
60658,22700656.246659894,0
60659,22700311.996497016,0
60660,22699968.021817192,0
60661,22699624.324711543,0
60662,22699280.90140416,0
60663,22698937.752085354,0
60664,22698594.878901176,0
60665,22698252.28143728,0
60666,22697909.957165673,0
60667,22697567.912179668,0
60668,22697226.13675836,0
60669,22696884.640600152,0
60670,22696543.418349694,0
60671,22696202.47271356,0
60672,22695861.80315944,0
60673,22695521.405217353,0
60674,22695181.28515206,0
60675,22694841.436343282,0
60676,22694501.86944513,0
60677,22694162.57502568,0
60678,22693823.55440241,0
60679,22693484.808706626,0
60680,22693146.339305844,0
60681,22692808.145923655,0
60682,22692470.22647847,0
60683,22692132.585708223,0
60684,22691795.216279063,0
60685,22691458.124168597,0
60686,22691121.304578703,0
60687,22690784.76147728,0
60688,22690448.4941415,0
60689,22690112.50221199,0
60690,22689776.78523521,0
60691,22689441.345230762,0
60692,22689106.178424537,0
60693,22688771.286504608,0
60694,22688436.66851616,0
60695,22688102.32963081,0
60696,22687768.26340088,0
60697,22687434.47470823,0
60698,22687100.95900044,0
60699,22686767.718261186,0
60700,22686434.751244616,0
60701,22686102.06363706,0
60702,22685769.648756437,0
60703,22685437.510655675,0
60704,22685105.645150974,0
60705,22684774.057798542,0
60706,22684442.741759673,0
60707,22684111.704230458,0
60708,22683780.94156923,0
60709,22683450.453928743,0
60710,22683120.24208061,0
60711,22682790.302442353,0
60712,22682460.64104895,0
60713,22682131.253852088,0
60714,22681802.14311654,0
60715,22681473.30537848,0
60716,22681144.74292341,0
60717,22680816.456309374,0
60718,22680488.445507597,0
60719,22680160.708256762,0
60720,22679833.250546373,0
60721,22679506.063099787,0
60722,22679179.151540425,0
60723,22678852.515913323,0
60724,22678526.155436054,0
60725,22678200.07184966,0
60726,22677874.259817496,0
60727,22677548.726440273,0
60728,22677223.46749198,0
60729,22676898.48178288,0
60730,22676573.771955494,0
60731,22676249.339549303,0
60732,22675925.178467203,0
60733,22675601.29534992,0
60734,22675277.686909787,0
60735,22674954.35249346,0
60736,22674631.293335814,0
60737,22674308.51054344,0
60738,22673986.00313863,0
60739,22673663.768892225,0
60740,22673341.81202176,0
60741,22673020.12837859,0
60742,22672698.720214196,0
60743,22672377.587395076,0
60744,22672056.730767004,0
60745,22671736.14918685,0
60746,22671415.840814635,0
60747,22671095.80746609,0
60748,22670776.05236459,0
60749,22670456.56832651,0
60750,22670137.36397802,0
60751,22669818.430219855,0
60752,22669499.772725396,0
60753,22669181.39247431,0
60754,22668863.28500172,0
60755,22668545.454236593,0
60756,22668227.89744647,0
60757,22667910.614613224,0
60758,22667593.60963462,0
60759,22667276.878989782,0
60760,22666960.42245301,0
60761,22666644.242513955,0
60762,22666328.33555008,0
60763,22666012.704035882,0
60764,22665697.348584067,0
60765,22665382.267030794,0
60766,22665067.462083485,0
60767,22664752.931329098,0
60768,22664438.674022328,0
60769,22664124.695365783,0
60770,22663810.991196588,0
60771,22663497.55891371,0
60772,22663184.40077373,0
60773,22662871.52184131,0
60774,22662558.915478006,0
60775,22662246.585976727,0
60776,22661934.531484053,0
60777,22661622.7496246,0
60778,22661311.246784225,0
60779,22661000.011583976,0
60780,22660689.05878696,0
60781,22660378.3789865,0
60782,22660067.97195838,0
60783,22659757.841655534,0
60784,22659447.988056753,0
60785,22659138.408774063,0
60786,22658829.103421487,0
60787,22658520.070539776,0
60788,22658211.31672618,0
60789,22657902.834768616,0
60790,22657594.630187117,0
60791,22657286.698459707,0
60792,22656979.041898903,0
60793,22656671.66395832,0
60794,22656364.55849795,0
60795,22656057.72544596,0
60796,22655751.17098339,0
60797,22655444.889026746,0
60798,22655138.885418918,0
60799,22654833.150748853,0
60800,22654527.696000993,0
60801,22654222.51359952,0
60802,22653917.607253715,0
60803,22653612.97744049,0
60804,22653308.620740402,0
60805,22653004.538728606,0
60806,22652700.73403691,0
60807,22652397.202865105,0
60808,22652093.945348743,0
60809,22651790.96112759,0
60810,22651488.256407294,0
60811,22651185.824351974,0
60812,22650883.666021403,0
60813,22650581.784933865,0
60814,22650280.1766843,0
60815,22649978.84384902,0
60816,22649677.785835456,0
60817,22649377.005067937,0
60818,22649076.49760495,0
60819,22648776.263106473,0
60820,22648476.306022946,0
60821,22648176.623205107,0
60822,22647877.213296093,0
60823,22647578.07941505,0
60824,22647279.22112704,0
60825,22646980.635817606,0
60826,22646682.328028876,0
60827,22646384.29328412,0
60828,22646086.53229739,0
60829,22645789.04759585,0
60830,22645491.838003635,0
60831,22645194.904406562,0
60832,22644898.24326406,0
60833,22644601.858081926,0
60834,22644305.748772435,0
60835,22644009.911937196,0
60836,22643714.349724773,0
60837,22643419.0630332,0
60838,22643124.052753966,0
60839,22642829.314677373,0
60840,22642534.85486747,0
60841,22642240.666588034,0
60842,22641946.75395647,0
60843,22641653.115109928,0
60844,22641359.753669724,0
60845,22641066.665907513,0
60846,22640773.851110004,0
60847,22640481.313375518,0
60848,22640189.047972515,0
60849,22639897.05896939,0
60850,22639605.34649153,0
60851,22639313.90412255,0
60852,22639022.739832114,0
60853,22638731.848406736,0
60854,22638441.233279854,0
60855,22638150.89259439,0
60856,22637860.82458664,0
60857,22637571.033056922,0
60858,22637281.517284915,0
60859,22636992.274509527,0
60860,22636703.30782156,0
60861,22636414.613885734,0
60862,22636126.19710319,0
60863,22635838.052222505,0
60864,22635550.184337378,0
60865,22635262.58972657,0
60866,22634975.267613564,0
60867,22634688.224589508,0
60868,22634401.453532837,0
60869,22634114.957571052,0
60870,22633828.736613467,0
60871,22633542.788461316,0
60872,22633257.117050078,0
60873,22632971.71885602,0
60874,22632686.598739933,0
60875,22632401.74742404,0
60876,22632117.173233192,0
60877,22631832.87461146,0
60878,22631548.85086862,0
60879,22631265.100928355,0
60880,22630981.626513325,0
60881,22630698.424848277,0
60882,22630415.49807223,0
60883,22630132.847349897,0
60884,22629850.470876444,0
60885,22629568.367302597,0
60886,22629286.539881684,0
60887,22629004.985542122,0
60888,22628723.70616725,0
60889,22628442.702610753,0
60890,22628161.972137805,0
60891,22627881.517416157,0
60892,22627601.3369567,0
60893,22627321.42879838,0
60894,22627041.79754467,0
60895,22626762.44043497,0
60896,22626483.35672385,0
60897,22626204.54824192,0
60898,22625926.013759334,0
60899,22625647.75421562,0
60900,22625369.769280653,0
60901,22625092.05739806,0
60902,22624814.61999717,0
60903,22624537.45973435,0
60904,22624260.572210316,0
60905,22623983.96098198,0
60906,22623707.621059526,0
60907,22623431.557139963,0
60908,22623155.766388156,0
60909,22622880.250826783,0
60910,22622605.009606127,0
60911,22622330.042587798,0
60912,22622055.352364797,0
60913,22621780.93411239,0
60914,22621506.791821327,0
60915,22621232.921796955,0
60916,22620959.32675197,0
60917,22620686.00414215,0
60918,22620412.961992655,0
60919,22620140.188424528,0
60920,22619867.688936558,0
60921,22619595.46820893,0
60922,22619323.518456534,0
60923,22619051.844020367,0
60924,22618780.445041936,0
60925,22618509.318399068,0
60926,22618238.468520656,0
60927,22617967.890175894,0
60928,22617697.587772224,0
60929,22617427.559297062,0
60930,22617157.804611243,0
60931,22616888.324467015,0
60932,22616619.11854549,0
60933,22616350.18829996,0
60934,22616081.530297853,0
60935,22615813.14564908,0
60936,22615545.036346182,0
60937,22615277.20200679,0
60938,22615009.642790474,0
60939,22614742.355032276,0
60940,22614475.34346341,0
60941,22614208.604951624,0
60942,22613942.143596914,0
60943,22613675.953884374,0
60944,22613410.038835306,0
60945,22613144.3963891,0
60946,22612879.028177768,0
60947,22612613.936332997,0
60948,22612349.117203757,0
60949,22612084.57272147,0
60950,22611820.304882687,0
60951,22611556.307296786,0
60952,22611292.585755453,0
60953,22611029.138609406,0
60954,22610765.9626376,0
60955,22610503.064526133,0
60956,22610240.436810985,0
60957,22609978.086957622,0
60958,22609716.010297317,0
60959,22609454.20469089,0
60960,22609192.677328218,0
60961,22608931.421455864,0
60962,22608670.439562857,0
60963,22608409.73165066,0
60964,22608149.29996752,0
60965,22607889.141127642,0
60966,22607629.255250845,0
60967,22607369.643540956,0
60968,22607110.30825012,0
60969,22606851.245642725,0
60970,22606592.456379946,0
60971,22606333.94197382,0
60972,22606075.69867473,0
60973,22605817.73082841,0
60974,22605560.039540045,0
60975,22605302.61957344,0
60976,22605045.47576483,0
60977,22604788.602487426,0
60978,22604532.00524684,0
60979,22604275.682896655,0
60980,22604019.633545727,0
60981,22603763.85850442,0
60982,22603508.356099445,0
60983,22603253.12655066,0
60984,22602998.178083964,0
60985,22602743.49471669,0
60986,22602489.091501955,0
60987,22602234.95628939,0
60988,22601981.09702844,0
60989,22601727.513286352,0
60990,22601474.20407538,0
60991,22601221.166806493,0
60992,22600968.403540667,0
60993,22600715.91404336,0
60994,22600463.698923703,0
60995,22600211.757145427,0
60996,22599960.090793826,0
60997,22599708.696610376,0
60998,22599457.574636474,0
60999,22599206.727765083,0
61000,22598956.155451402,0
61001,22598705.85751972,0
61002,22598455.833051287,0
61003,22598206.081477135,0
61004,22597956.604603875,0
61005,22597707.400132768,0
61006,22597458.471640512,0
61007,22597209.81416704,0
61008,22596961.43099762,0
61009,22596713.320490178,0
61010,22596465.487064507,0
61011,22596217.92561042,0
61012,22595970.636470452,0
61013,22595723.621768337,0
61014,22595476.883419313,0
61015,22595230.41440744,0
61016,22594984.222236205,0
61017,22594738.302430265,0
61018,22594492.656803463,0
61019,22594247.28297083,0
61020,22594002.184997138,0
61021,22593757.358937934,0
61022,22593512.808361065,0
61023,22593268.53075812,0
61024,22593024.526693784,0
61025,22592780.796406403,0
61026,22592537.337321736,0
61027,22592294.15352993,0
61028,22592051.244853407,0
61029,22591808.607460782,0
61030,22591566.244954556,0
61031,22591324.156020124,0
61032,22591082.337084047,0
61033,22590840.79609844,0
61034,22590599.5255443,0
61035,22590358.532045674,0
61036,22590117.807108894,0
61037,22589877.36049597,0
61038,22589637.183764927,0
61039,22589397.283063143,0
61040,22589157.655408315,0
61041,22588918.298560303,0
61042,22588679.21622402,0
61043,22588440.409336682,0
61044,22588201.874518074,0
61045,22587963.61232858,0
61046,22587725.623700116,0
61047,22587487.912403036,0
61048,22587250.47152616,0
61049,22587013.30164338,0
61050,22586776.40751709,0
61051,22586539.78752676,0
61052,22586303.43978773,0
61053,22586067.36631563,0
61054,22585831.56404853,0
61055,22585596.03460108,0
61056,22585360.781917278,0
61057,22585125.799219318,0
61058,22584891.091924645,0
61059,22584656.658449054,0
61060,22584422.495041486,0
61061,22584188.60773908,0
61062,22583954.991697833,0
61063,22583721.65028309,0
61064,22583488.582300723,0
61065,22583255.789272178,0
61066,22583023.26567903,0
61067,22582791.019493636,0
61068,22582559.042199265,0
61069,22582327.339802973,0
61070,22582095.90847597,0
61071,22581864.75332857,0
61072,22581633.869405106,0
61073,22581403.260448903,0
61074,22581172.923647553,0
61075,22580942.8605344,0
61076,22580713.070990045,0
61077,22580483.552597903,0
61078,22580254.309496365,0
61079,22580025.33606816,0
61080,22579796.639942363,0
61081,22579568.214087706,0
61082,22579340.06286605,0
61083,22579112.18461491,0
61084,22578884.576490648,0
61085,22578657.24661264,0
61086,22578430.185182877,0
61087,22578203.400483426,0
61088,22577976.884939898,0
61089,22577750.645429906,0
61090,22577524.676391996,0
61091,22577298.98179608,0
61092,22577073.559805416,0
61093,22576848.410583977,0
61094,22576623.534604717,0
61095,22576398.932080664,0
61096,22576174.60232117,0
61097,22575950.54483904,0
61098,22575726.76086235,0
61099,22575503.247457985,0
61100,22575280.011398394,0
61101,22575057.04414562,0
61102,22574834.350500137,0
61103,22574611.934110094,0
61104,22574389.7866335,0
61105,22574167.911009293,0
61106,22573946.31071164,0
61107,22573724.980748784,0
61108,22573503.924854334,0
61109,22573283.141768802,0
61110,22573062.631548416,0
61111,22572842.39452964,0
61112,22572622.429440748,0
61113,22572402.735427465,0
61114,22572183.318958987,0
61115,22571964.171774648,0
61116,22571745.299367346,0
61117,22571526.69787107,0
61118,22571308.37049087,0
61119,22571090.3143084,0
61120,22570872.53015207,0
61121,22570655.01994907,0
61122,22570437.782434154,0
61123,22570220.817924198,0
61124,22570004.12584075,0
61125,22569787.707850445,0
61126,22569571.56012684,0
61127,22569355.683700375,0
61128,22569140.08290769,0
61129,22568924.754558958,0
61130,22568709.696983736,0
61131,22568494.91403099,0
61132,22568280.40163197,0
61133,22568066.163406353,0
61134,22567852.19657899,0
61135,22567638.503395107,0
61136,22567425.08337538,0
61137,22567211.933985446,0
61138,22566999.055664737,0
61139,22566786.455395527,0
61140,22566574.12267765,0
61141,22566362.06188709,0
61142,22566150.27523562,0
61143,22565938.76241347,0
61144,22565727.52117976,0
61145,22565516.55306543,0
61146,22565305.855039444,0
61147,22565095.4294989,0
61148,22564885.277675074,0
61149,22564675.3992061,0
61150,22564465.790002458,0
61151,22564256.4579565,0
61152,22564047.393380735,0
61153,22563838.604682036,0
61154,22563630.087041795,0
61155,22563421.843328826,0
61156,22563213.866700906,0
61157,22563006.16575026,0
61158,22562798.73699916,0
61159,22562591.581070714,0
61160,22562384.696077187,0
61161,22562178.08600386,0
61162,22561971.746104587,0
61163,22561765.677367087,0
61164,22561559.88165309,0
61165,22561354.358868085,0
61166,22561149.107965324,0
61167,22560944.13023678,0
61168,22560739.42341183,0
61169,22560534.989672303,0
61170,22560330.82811407,0
61171,22560126.936835013,0
61172,22559923.319161087,0
61173,22559719.97516667,0
61174,22559516.899522725,0
61175,22559314.09679198,0
61176,22559111.56761946,0
61177,22558909.30849323,0
61178,22558707.32522946,0
61179,22558505.610701643,0
61180,22558304.168958258,0
61181,22558102.999601077,0
61182,22557902.104234423,0
61183,22557701.47745312,0
61184,22557501.12508189,0
61185,22557301.043281935,0
61186,22557101.23363658,0
61187,22556901.69554283,0
61188,22556702.430849794,0
61189,22556503.436282635,0
61190,22556304.71513428,0
61191,22556106.26625645,0
61192,22555908.08853099,0
61193,22555710.180721343,0
61194,22555512.547340848,0
61195,22555315.185220283,0
61196,22555118.09438508,0
61197,22554921.276255295,0
61198,22554724.72943109,0
61199,22554528.45546752,0
61200,22554332.45255647,0
61201,22554136.718790617,0
61202,22553941.260944042,0
61203,22553746.07181221,0
61204,22553551.155034106,0
61205,22553356.51139429,0
61206,22553162.13785495,0
61207,22552968.037059087,0
61208,22552774.20672011,0
61209,22552580.65030093,0
61210,22552387.36523394,0
61211,22552194.35076737,0
61212,22552001.607808694,0
61213,22551809.13822047,0
61214,22551616.939284872,0
61215,22551425.009932246,0
61216,22551233.354918838,0
61217,22551041.969149176,0
61218,22550850.855946306,0
61219,22550660.01544471,0
61220,22550469.4445938,0
61221,22550279.144027706,0
61222,22550089.119381905,0
61223,22549899.36290626,0
61224,22549709.88030077,0
61225,22549520.667913422,0
61226,22549331.727170106,0
61227,22549143.057376746,0
61228,22548954.659404345,0
61229,22548766.533574518,0
61230,22548578.67889971,0
61231,22548391.095440175,0
61232,22548203.783870656,0
61233,22548016.743584868,0
61234,22547829.972516205,0
61235,22547643.474667005,0
61236,22547457.2505776,0
61237,22547271.29438431,0
61238,22547085.60889572,0
61239,22546900.19577984,0
61240,22546715.05520161,0
61241,22546530.185405925,0
61242,22546345.587579403,0
